Id,Label,HouseId
ADDAM_MARBRAND,Addam,WESTEROS
AEGON,Aegon,WESTEROS
AERYS,Aerys,WESTEROS
ALLISER_THORNE,Allister,WALL
ARYA,Arya,STARK
ASSASSIN,Assassin,WESTEROS
BAELOR,Baelor,WESTEROS
BALON,Balon,GREYJOY
BARRISTAN,Barristan,TARGARYEN
BENJEN,Benjen,WALL
BERIC,Beric,WESTEROS
BORCAS,Borcas,WESTEROS
BOWEN_MARSH,Bowen,WALL
BRAN,Bran,STARK
BRANDON_STARK,Brandon,WESTEROS
BRONN,Bronn,WESTEROS
CATELYN,Catelyn,STARK
CERSEI,Cersei,LANNISTER
COHOLLO,Cohollo,WESTEROS
DAENERYS,Daenerys,TARGARYEN
DAREON,Dareon,WESTEROS
DOREAH,Doreah,TARGARYEN
DROGO,Drogo,ESSOS
GALBART_GLOVER,Galbart,WESTEROS
GARED,Gared,WESTEROS
GENDRY,Gendry,WESTEROS
GREATJON_UMBER,Greatjon,WESTEROS
GRENN,Grenn,WALL
HIGH_SEPTON,High Septon,WESTEROS
HODOR,Hodor,STARK
HOSTER,Hoster,WESTEROS
HOT_PIE,Hot Pie,WESTEROS
HOUND,Sandor,WESTEROS
HUGH_OF_THE_VALE,Hugh of the Vale,ARRYN
ILLYRIO,Illyrio,ESSOS
ILYN_PAYNE,Ilyn,WESTEROS
IROGENIA,Irogenia,WESTEROS
IRRI,Irri,TARGARYEN
JAIME,Jaime,LANNISTER
JANOS,Janos,WALL
JAREMY_RYKKER,Jaremy,WESTEROS
JEOR,Jeor,WALL
JHIQUI,Jhiqui,WESTEROS
JOANNA,Joanna,WESTEROS
JOFFREY,Joffrey,BARATHEON
JON,Jon,STARK
JON_ARRYN,Jon Arryn,WESTEROS
JONOS_BRACKEN,Jonos,WESTEROS
JORAH,Jorah,TARGARYEN
JORY_CASSEL,Jory,STARK
JOYEUSE,Joyeuse,WESTEROS
KEVAN,Kevan,LANNISTER
LANCEL,Lancel,LANNISTER
LEO_LEFFORD,Leo,WESTEROS
LITTLE_BIRD,Little Bird,WESTEROS
LITTLEFINGER,Petyr,WESTEROS
LOMMY_GREENHANDS,Lommy,WESTEROS
LORAS,Loras,TYRELL
LUKE,Luke,WESTEROS
LYANNA,Lyanna,WESTEROS
LYSA,Lysa,ARRYN
MACE,Mac,TYRELL
MAESTER_AEMON,Aemon,WALL
MAESTER_LUWIN,Luwin,STARK
MAGO,Mago,WESTEROS
MARILLION,Marillion,WESTEROS
MASHA_HEDDLE,Masha,WESTEROS
MELESSA,Melessa,WESTEROS
MERYN_TRANT,Meryn,WESTEROS
MHAEGEN,Mhaegen,WESTEROS
MIRRI_MAZ_DUUR,Mirri Maz Dur,ESSOS
MORD,Mord,ARRYN
MOUNTAIN,Gregor,LANNISTER
MYCAH,Mycah,WESTEROS
MYRCELLA,Myrcella,BARATHEON
NED,Ned,STARK
OLD_NAN,Old Nan,STARK
OSHA,Osha,STARK
OTHELL_YARWYCK,Othell,WESTEROS
OTHOR,Othor,WESTEROS
PYCELLE,Pycelle,WESTEROS
PYP,Pyp,WALL
QOTHO,Qotho,ESSOS
RAKHARO,Rakharo,TARGARYEN
RANDYLL,Randyll,WESTEROS
RAST,Rast,WALL
RENLY,Renly,BARATHEON
RHAEGAR,Rhaegar,WESTEROS
RHAEGO,Rhaego,WESTEROS
RICKARD_KARSTARK,Rickard Karstark,STARK
RICKARD_STARK,Rickard Stark,WESTEROS
RICKON,Rickon,STARK
ROBB,Robb,STARK
ROBERT,Robert,BARATHEON
ROBIN,Robin,ARRYN
RODRIK,Rodrik,STARK
ROOSE_BOLTON,Roose,BOLTON
ROS,Ros,WESTEROS
ROYCE,Royce,WESTEROS
RYGER_RIVERS,Ryger,WESTEROS
SAM,Sam,WALL
SANSA,Sansa,STARK
SEPTA_MORDANE,Septa Mordane,STARK
SHAE,Shae,WESTEROS
SHAGGA,Shagga,ARRYN
STABLE_BOY,Stable Boy,WESTEROS
STANNIS,Stannis,BARATHEON
STEFFON,Steffon,WESTEROS
STEVRON_FREY,Stevron,WESTEROS
SYRIO_FOREL,Syrio,WESTEROS
THEON,Theon,GREYJOY
TOBHO_MOTT,Tobho Mott,WESTEROS
TOMARD,Tomard,WESTEROS
TOMMEN,Tommen,BARATHEON
TYRION,Tyrion,LANNISTER
TYSHA,Tysha,WESTEROS
TYWIN,Tywin,LANNISTER
VARDIS_EGEN,Vardis,ARRYN
VARLY,Varly,WESTEROS
VARYS,Varys,WESTEROS
VISERYS,Viserys,TARGARYEN
WALDER,Walder,FREY
WAYMAR_ROYCE,Waymar,WESTEROS
WILL,Will,WALL
WINE_MERCHANT,Wine Merchant,WESTEROS
YOREN,Yoren,WALL
